%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=206354, 2016/04/14 11:6:12.55)
177 2302 1.525803e-02 3.681340e+01  6.438382340285242300e+07  6.438382340285242300e+07  6.438402224928959500e+07  6.438535544595010600e+07
178 2315 1.512826e-02 3.679266e+01  6.438382340285242300e+07  6.438386555295348900e+07  6.438398869015418000e+07  6.438480309233118600e+07
179 2328 1.509163e-02 3.654817e+01  6.438361064390995400e+07  6.438361064390995400e+07  6.438390552800355900e+07  6.438456470380760000e+07
180 2341 1.549419e-02 3.645916e+01  6.438354827119238700e+07  6.438354827119238700e+07  6.438388718420162800e+07  6.438436894336120000e+07
181 2354 1.605495e-02 3.640843e+01  6.438354827119238700e+07  6.438368494812476600e+07  6.438395140319921800e+07  6.438446796654024000e+07
182 2367 1.667043e-02 3.641173e+01  6.438349377304683600e+07  6.438349377304683600e+07  6.438408425810433900e+07  6.438482610757165400e+07
183 2380 1.706477e-02 3.631770e+01  6.438349377304683600e+07  6.438369753993777900e+07  6.438397616881615700e+07  6.438448975365494900e+07
184 2393 1.710588e-02 3.631332e+01  6.438349377304683600e+07  6.438361286418940100e+07  6.438413197775708100e+07  6.438515888710071100e+07
185 2406 1.703079e-02 3.629308e+01  6.438349377304683600e+07  6.438358105000592800e+07  6.438403806324209300e+07  6.438522624753018500e+07
186 2419 1.692541e-02 3.625737e+01  6.438349377304683600e+07  6.438364361203186200e+07  6.438376377913148000e+07  6.438434967018510400e+07
187 2432 1.700361e-02 3.630506e+01  6.438349377304683600e+07  6.438368391242824500e+07  6.438410301204691100e+07  6.438458350330495100e+07
188 2445 1.694669e-02 3.636353e+01  6.438349377304683600e+07  6.438389834087265300e+07  6.438463873728027200e+07  6.438629673832051500e+07
189 2458 1.728005e-02 3.640097e+01  6.438349377304683600e+07  6.438387564602027800e+07  6.438458722350793300e+07  6.438630701426376400e+07
190 2471 1.743569e-02 3.646048e+01  6.438349377304683600e+07  6.438404969198645700e+07  6.438455365431402600e+07  6.438582559847874900e+07
191 2484 1.707458e-02 3.641263e+01  6.438349377304683600e+07  6.438386854302822100e+07  6.438425971208249000e+07  6.438565808817606400e+07
192 2497 1.661493e-02 3.643096e+01  6.438349377304683600e+07  6.438374986656427400e+07  6.438405916205269800e+07  6.438470096398564400e+07
193 2510 1.624813e-02 3.643298e+01  6.438349377304683600e+07  6.438374370982557500e+07  6.438423642867389300e+07  6.438483063932335400e+07
194 2523 1.586675e-02 3.639148e+01  6.438349377304683600e+07  6.438368203399857100e+07  6.438386000336794600e+07  6.438444025166684400e+07
195 2536 1.562748e-02 3.634572e+01  6.438349377304683600e+07  6.438360851885785200e+07  6.438388917365814000e+07  6.438566969887727500e+07
196 2549 1.529087e-02 3.618209e+01  6.438349377304683600e+07  6.438384017974842300e+07  6.438428184788791800e+07  6.438476982160734400e+07
197 2562 1.477095e-02 3.619845e+01  6.438349377304683600e+07  6.438358471205241200e+07  6.438421976293753100e+07  6.438522116575639700e+07
